tenure_months,dependents,monthly_charges,tech_support_no,city_encoded,population,longitude_encoded,cltv,avg_monthly_gb_download,online_security,paperless_billing,payment_method_credit_card,online_backup,payment_method_bank_withdrawal,streaming_music,referred_a_friend,internet_type_dsl,internet_type_cable,internet_type_fiber_optic,multiple_lines,churn_label
71,0,93.2,0.0,259,330,1535,4493,23,1,1,1.0,1,0.0,1,1,0.0,1.0,0.0,1,1
67,1,84.8,1.0,313,8486,1485,6072,21,1,1,0.0,1,1.0,0,1,0.0,0.0,1.0,0,1
23,1,30.35,0.0,335,1025,1496,4960,19,0,0,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
39,1,54.85,0.0,449,1004,1531,3884,29,0,1,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
15,1,19.5,0.0,501,821,1497,5471,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
24,1,24.2,0.0,586,406,1518,5865,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
37,1,19.35,0.0,612,28727,1476,2360,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
54,0,94.1,1.0,681,24741,1487,4084,42,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,0,1
3,0,74.55,1.0,681,13361,1466,5125,73,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
5,0,56.15,0.0,743,3777,1489,5232,71,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
33,0,20.35,0.0,747,31930,1511,2507,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
41,0,80.55,1.0,747,35419,1473,4176,12,0,0,0.0,1,1.0,1,0,1.0,0.0,0.0,1,1
34,1,61.25,0.0,776,1885,1517,3607,20,1,1,1.0,0,0.0,1,0,1.0,0.0,0.0,0,1
13,1,20.45,0.0,848,16849,1477,5417,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
20,0,18.9,0.0,859,548,1492,4277,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
41,1,45.2,1.0,955,781,1491,4418,28,0,1,0.0,0,1.0,0,0,1.0,0.0,0.0,0,1
13,0,19.45,0.0,999,384,1522,2783,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
35,1,25.45,0.0,1030,66,1527,4873,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
4,0,94.9,0.0,20,2147,1262,3094,41,1,0,1.0,1,0.0,1,0,0.0,0.0,1.0,0,1
7,0,20.25,0.0,114,1007,1308,4208,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
53,0,110.5,0.0,154,9673,1247,4135,25,1,1,0.0,1,1.0,1,1,0.0,0.0,1.0,0,1
5,0,19.95,0.0,347,4753,1183,5252,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
12,1,76.6,1.0,556,13290,1260,3280,23,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
38,1,19.6,0.0,556,24443,1245,4623,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
9,0,85.3,1.0,556,10172,1242,5850,8,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,0,1
13,0,65.85,1.0,615,62848,1214,2731,4,1,0,0.0,0,1.0,1,1,1.0,0.0,0.0,1,1
47,1,20.05,0.0,641,899,1182,3260,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
61,0,99.4,0.0,643,77,1291,5404,28,1,1,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
16,0,20.0,0.0,719,813,968,3705,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
41,1,78.45,0.0,864,3402,1121,5468,69,1,1,0.0,1,1.0,1,1,1.0,0.0,0.0,0,1
43,1,25.1,0.0,872,5671,1146,4797,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
6,0,55.0,1.0,885,52986,1258,2629,58,0,0,0.0,0,1.0,1,0,0.0,1.0,0.0,0,1
58,0,71.1,0.0,885,13031,1253,5395,7,1,0,1.0,1,0.0,0,0,0.0,1.0,0.0,1,1
19,0,61.55,0.0,887,43192,1307,5831,8,0,0,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
11,0,45.9,1.0,887,36631,1261,3880,6,0,0,0.0,0,1.0,0,1,0.0,1.0,0.0,0,1
39,0,40.3,0.0,887,4563,1295,3424,19,1,0,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
26,1,49.5,1.0,901,14574,1266,4196,19,0,0,1.0,0,0.0,0,0,1.0,0.0,0.0,1,1
70,1,19.2,0.0,938,9823,1244,5261,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
59,0,25.0,0.0,863,18197,1227,5537,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
7,0,35.3,1.0,863,52334,1216,3463,14,1,1,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
59,1,76.75,0.0,863,51706,1207,5918,19,0,1,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
61,1,81.0,0.0,863,29914,1249,4151,41,0,0,0.0,0,1.0,1,1,1.0,0.0,0.0,1,1
72,1,105.55,1.0,863,31926,1218,4331,59,1,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
13,1,18.8,0.0,863,10155,1184,2333,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
64,1,24.9,0.0,863,37090,1201,5038,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
10,0,64.9,0.0,863,59841,1197,4883,5,0,1,1.0,1,0.0,1,0,1.0,0.0,0.0,0,1
65,1,61.35,1.0,863,59632,1195,6354,19,1,1,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
62,0,113.95,0.0,863,45257,1234,6193,51,1,1,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
55,0,90.15,0.0,863,46185,1220,4712,53,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
25,0,54.1,1.0,863,27023,1229,5701,59,0,1,0.0,1,1.0,0,1,0.0,1.0,0.0,1,1
1,0,49.8,1.0,863,32804,1237,2978,13,1,0,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
36,0,95.0,1.0,863,26389,1222,3057,6,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
61,0,69.9,1.0,863,26032,1208,5117,4,1,0,1.0,0,0.0,1,1,0.0,1.0,0.0,1,1
26,1,39.95,1.0,863,9657,1241,2715,58,0,0,0.0,1,1.0,0,0,0.0,1.0,0.0,0,1
68,1,103.25,1.0,863,14792,1172,4751,29,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,0,1
72,0,94.25,0.0,642,38,1153,6295,17,1,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
71,0,47.05,0.0,863,44103,1180,6302,6,0,0,0.0,0,1.0,1,1,0.0,1.0,0.0,0,1
57,0,20.55,0.0,957,7071,1054,4565,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
4,0,19.65,0.0,957,16357,1070,4925,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
72,1,81.0,0.0,957,34138,1046,4237,59,1,1,1.0,1,0.0,1,1,1.0,0.0,0.0,1,1
21,1,75.9,1.0,957,49657,1098,3503,23,1,0,0.0,0,1.0,1,1,1.0,0.0,0.0,1,1
71,1,24.7,0.0,957,49965,1067,5187,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
64,0,85.0,0.0,957,6951,1034,5472,2,1,0,1.0,0,0.0,1,1,1.0,0.0,0.0,1,1
16,0,19.75,0.0,957,23789,1015,5433,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
4,0,23.9,0.0,957,19109,1086,5685,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
1,0,19.95,0.0,39,5159,831,5916,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
18,0,25.15,1.0,51,115,846,2675,8,0,1,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
2,0,54.15,1.0,124,27,961,3527,7,0,1,1.0,1,0.0,0,0,1.0,0.0,0.0,1,1
19,0,59.8,1.0,145,75,951,3652,48,0,0,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
40,0,83.85,1.0,197,722,991,4294,20,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
21,0,75.3,1.0,318,596,952,2847,51,0,1,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
8,0,66.65,0.0,349,5094,1057,3804,27,0,0,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
72,1,109.5,0.0,367,21,885,6419,19,1,0,1.0,1,0.0,1,1,0.0,0.0,1.0,0,1
48,0,73.85,0.0,407,335,849,4740,3,0,0,0.0,1,1.0,0,0,1.0,0.0,0.0,1,1
69,0,19.3,0.0,530,3148,992,5028,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
72,0,118.2,0.0,539,3205,1016,4886,27,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
14,0,51.45,1.0,541,45755,1021,4298,12,0,1,1.0,1,0.0,0,0,0.0,1.0,0.0,0,1
6,0,59.45,1.0,541,22073,1091,2393,8,0,1,0.0,1,1.0,0,0,0.0,1.0,0.0,0,1
8,1,19.5,0.0,624,2718,888,5206,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
17,0,19.55,0.0,647,1692,880,4947,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
65,0,93.55,0.0,650,4353,863,5774,16,1,1,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
57,1,59.3,0.0,847,3930,895,6287,24,1,0,1.0,0,0.0,0,1,0.0,1.0,0.0,0,1
56,0,109.8,1.0,1031,11266,945,5648,21,1,1,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
14,0,78.1,1.0,1044,304,974,3157,16,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
52,0,39.9,1.0,1062,2198,869,6371,26,1,0,0.0,0,1.0,1,1,1.0,0.0,0.0,0,1
58,0,64.9,0.0,1079,435,859,5040,16,1,0,1.0,1,0.0,0,0,1.0,0.0,0.0,0,1
67,0,53.4,0.0,46,27808,906,5990,11,0,0,1.0,0,0.0,1,0,1.0,0.0,0.0,0,1
2,0,24.9,1.0,58,809,911,4033,48,0,0,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
71,1,114.0,0.0,174,986,810,5600,59,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
46,1,20.25,0.0,179,32881,969,3879,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
3,1,20.2,0.0,230,55,908,3594,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
3,0,19.95,0.0,234,1508,997,5949,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
50,1,20.35,0.0,291,808,877,6391,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
67,1,54.2,0.0,305,11474,985,5261,51,1,1,1.0,1,0.0,0,1,0.0,1.0,0.0,0,1
69,0,66.9,0.0,421,1055,914,5059,7,1,0,1.0,1,0.0,0,0,0.0,1.0,0.0,1,1
1,0,25.85,1.0,423,7177,957,4467,18,0,1,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
32,0,91.05,1.0,433,128,829,2716,24,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
60,1,20.95,0.0,473,2130,962,4425,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
72,1,109.2,0.0,486,1749,857,6130,14,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
2,0,19.65,0.0,547,683,799,4841,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
2,1,20.5,0.0,579,36738,1032,4486,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
36,0,89.65,0.0,579,19867,1040,4844,59,1,0,1.0,0,0.0,1,0,1.0,0.0,0.0,1,1
7,0,74.35,1.0,584,10226,790,2463,23,1,1,1.0,0,0.0,0,0,0.0,0.0,1.0,0,1
19,0,89.1,1.0,608,433,789,3624,52,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
47,1,90.05,1.0,622,47536,987,3291,20,1,1,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
1,0,19.4,0.0,622,26055,990,5566,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
32,1,90.8,1.0,737,15536,1065,2722,69,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,0,1
61,1,99.9,1.0,928,1158,862,5641,58,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
72,1,88.7,0.0,937,25340,847,4641,19,1,1,1.0,1,0.0,1,1,1.0,0.0,0.0,1,1
44,1,54.3,0.0,939,1519,837,3423,69,0,0,0.0,0,1.0,1,1,1.0,0.0,0.0,0,1
41,0,55.7,1.0,954,1960,949,5590,3,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,1,1
50,0,103.95,1.0,1004,69801,1104,4363,51,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
8,1,20.15,0.0,1015,40545,955,3899,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
18,0,20.05,0.0,1015,24708,948,4204,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
72,1,91.95,0.0,1018,4848,830,4403,59,1,0,1.0,1,0.0,1,1,0.0,1.0,0.0,1,1
13,1,104.15,1.0,1086,11463,890,2810,27,0,0,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
68,1,83.65,0.0,306,48690,92,5958,29,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
69,0,110.05,1.0,893,40270,1507,5798,73,1,0,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
25,1,25.5,0.0,893,22250,1494,5230,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
59,1,19.5,0.0,893,25718,1478,4579,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
69,1,105.1,0.0,101,1374,1562,4686,48,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
13,0,25.15,1.0,107,176,1586,4943,16,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,1
52,0,95.65,0.0,176,1575,1552,4465,85,0,0,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
61,0,80.8,0.0,196,3684,1484,4302,20,1,0,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
29,0,24.85,1.0,200,9210,1529,4161,59,0,0,1.0,0,0.0,0,0,1.0,0.0,0.0,0,1
25,1,54.75,0.0,205,1591,1504,5136,27,0,0,1.0,1,0.0,0,0,1.0,0.0,0.0,0,1
15,0,50.75,1.0,227,2296,1550,5091,14,0,1,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
19,1,20.15,0.0,265,91,1560,4246,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
44,0,20.05,0.0,274,187,1545,2798,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
58,1,71.6,0.0,296,383,1581,4747,25,1,1,1.0,1,0.0,0,1,1.0,0.0,0.0,1,1
62,1,81.45,1.0,338,6216,1526,5179,41,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,0,1
70,1,58.4,0.0,341,14417,1587,4117,19,0,0,0.0,1,1.0,1,1,0.0,1.0,0.0,0,1
10,1,53.7,0.0,364,2349,1546,5671,24,1,1,1.0,1,0.0,1,1,0.0,1.0,0.0,0,1
26,0,19.6,0.0,366,4101,1465,3722,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
66,0,89.4,1.0,370,175,1506,4889,8,0,1,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
51,1,84.2,0.0,395,1916,1571,4952,51,0,1,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
72,1,106.1,0.0,397,4913,1541,4890,24,1,0,1.0,1,0.0,0,1,0.0,0.0,1.0,1,1
65,0,25.75,0.0,411,17979,1525,5707,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
70,1,64.95,0.0,459,438,1551,5392,19,1,1,0.0,1,1.0,0,0,0.0,1.0,0.0,1,1
72,0,85.45,0.0,468,9902,1513,5641,16,0,0,1.0,1,0.0,1,1,0.0,1.0,0.0,1,1
1,1,20.05,0.0,469,1653,1464,5811,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
3,0,20.7,0.0,533,882,1594,2011,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
58,0,25.3,0.0,562,2644,1472,4477,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
72,0,99.4,1.0,628,1537,1542,6022,48,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
72,1,107.45,0.0,692,1880,1539,4505,19,1,1,1.0,1,0.0,1,1,0.0,0.0,1.0,1,1
72,1,83.6,1.0,751,1113,1570,4116,22,1,0,1.0,1,0.0,1,1,1.0,0.0,0.0,1,1
59,0,80.1,0.0,788,1884,1544,4093,13,0,0,0.0,1,1.0,1,1,1.0,0.0,0.0,1,1
54,0,65.3,1.0,812,5995,1556,4556,16,1,0,0.0,1,1.0,0,0,1.0,0.0,0.0,0,1
60,0,89.55,1.0,822,298,1537,5874,10,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
60,0,60.8,0.0,904,31266,1520,5784,69,0,1,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
3,0,74.5,1.0,936,34314,1446,5203,14,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
69,0,99.15,1.0,1021,30988,1554,5031,19,1,1,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
1,1,19.25,0.0,1024,2344,1524,2053,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
50,1,39.45,1.0,1067,309,1593,6018,23,1,0,1.0,0,0.0,0,1,1.0,0.0,0.0,0,1
56,0,44.85,1.0,1075,13472,1561,4021,23,0,0,1.0,0,0.0,1,0,1.0,0.0,0.0,0,1
60,0,97.2,0.0,1082,23701,1516,4905,13,1,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
3,0,19.9,0.0,310,23224,1618,3716,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
60,1,76.95,0.0,310,23570,1616,5053,21,0,1,0.0,1,1.0,1,1,1.0,0.0,0.0,0,1
13,0,35.4,0.0,11,261,1578,3239,13,0,1,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
62,1,20.45,0.0,91,199,1583,5746,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
45,0,96.75,1.0,596,15921,1607,3682,30,1,1,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
25,0,54.2,0.0,37,19596,1606,4458,29,0,1,0.0,0,1.0,1,0,0.0,1.0,0.0,0,1
44,0,100.1,0.0,63,1689,1611,4025,59,0,1,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
2,0,45.25,1.0,93,1584,1599,5441,26,0,0,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
22,0,20.85,0.0,156,1072,1605,3171,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
35,0,33.45,0.0,316,42239,203,2553,12,0,0,1.0,0,0.0,0,0,0.0,1.0,0.0,0,1
29,1,20.2,0.0,322,2965,1624,2784,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
54,1,61.0,0.0,343,12241,1617,5594,59,0,0,0.0,1,1.0,0,0,0.0,1.0,0.0,0,1
57,0,86.9,1.0,360,532,1596,6109,26,0,0,0.0,0,1.0,0,0,0.0,0.0,1.0,1,1
62,0,69.4,0.0,428,82,1612,6469,12,1,1,0.0,1,1.0,0,0,0.0,1.0,0.0,1,1
15,1,20.35,0.0,430,3041,1588,3205,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
70,0,104.3,0.0,478,1215,1609,5583,30,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
21,1,44.95,1.0,480,264,1603,3752,17,0,0,0.0,0,1.0,0,1,0.0,1.0,0.0,0,1
23,1,49.45,0.0,482,155,1597,5237,53,0,0,0.0,0,1.0,0,0,0.0,1.0,0.0,0,1
6,0,20.6,0.0,542,1447,1623,4439,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
4,1,19.55,0.0,570,265,1563,5573,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
23,0,93.5,1.0,652,644,1598,4861,23,0,0,0.0,0,1.0,1,0,0.0,0.0,1.0,1,1
26,0,54.55,0.0,707,494,1610,4296,82,1,1,1.0,0,0.0,1,0,0.0,1.0,0.0,0,1
8,1,20.05,0.0,710,574,1575,2675,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
2,0,79.45,1.0,750,163,1592,2657,85,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,1,1
59,0,79.85,0.0,845,660,1574,6041,73,1,1,1.0,1,0.0,1,0,1.0,0.0,0.0,1,1
39,1,100.0,1.0,846,395,1620,5434,75,0,1,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
21,1,19.6,0.0,899,1125,1615,2447,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
48,1,20.2,0.0,934,202,1568,3828,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
64,1,113.35,0.0,1008,2369,1608,4952,19,1,1,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
46,1,80.0,1.0,1058,270,1604,3315,16,0,0,0.0,1,1.0,0,1,0.0,0.0,1.0,1,1
52,0,80.95,0.0,1076,1666,1582,4924,21,0,0,0.0,0,1.0,1,0,1.0,0.0,0.0,1,1
67,1,24.9,0.0,523,321,1590,5847,0,0,0,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
71,0,109.25,0.0,1105,259,1564,5044,22,0,1,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
71,0,116.3,0.0,48,24944,1002,4644,48,1,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
32,0,19.9,0.0,1063,12756,1130,4374,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
2,0,70.35,1.0,115,382,1360,3430,9,0,1,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
71,0,25.6,0.0,152,262,1320,5063,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
60,0,44.45,1.0,161,58830,1068,4928,73,1,0,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
6,0,73.85,1.0,226,699,1135,4220,9,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
48,1,70.1,1.0,245,67411,1161,5476,57,1,0,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
63,1,25.25,0.0,245,648,1163,6245,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,1,1
12,1,21.05,0.0,261,18529,1186,4001,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
30,1,64.5,0.0,288,4097,944,2215,18,0,0,0.0,0,1.0,0,1,0.0,1.0,0.0,0,1
40,0,105.95,0.0,300,6197,1109,3784,14,0,0,1.0,0,0.0,1,0,0.0,0.0,1.0,1,1
9,1,75.85,0.0,307,2756,1318,4843,20,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,1
62,0,43.6,1.0,323,850,915,4507,30,0,0,1.0,1,0.0,1,0,0.0,1.0,0.0,0,1
28,0,91.25,0.0,330,51855,1017,2886,12,0,0,0.0,1,1.0,0,0,0.0,0.0,1.0,0,1
70,0,89.75,0.0,337,5714,935,5150,7,1,1,1.0,1,0.0,1,0,0.0,1.0,0.0,1,1
46,0,104.4,0.0,355,24194,1045,4190,82,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,0,1
23,0,90.15,1.0,358,2536,940,5110,15,0,1,1.0,0,0.0,1,1,0.0,0.0,1.0,1,1
47,1,40.3,0.0,362,2723,931,5040,47,1,1,0.0,0,1.0,0,1,1.0,0.0,0.0,0,1
68,1,105.25,1.0,387,1140,960,5795,19,1,0,0.0,1,1.0,1,1,0.0,0.0,1.0,0,1
67,1,104.0,0.0,398,228,1338,4741,59,0,0,0.0,1,1.0,1,0,0.0,0.0,1.0,1,1
14,0,69.65,0.0,416,1745,1012,5351,29,0,0,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
57,1,74.3,1.0,429,213,1123,4133,22,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,1,1
55,1,100.9,1.0,450,9752,970,6153,18,1,1,1.0,0,0.0,1,1,0.0,0.0,1.0,1,1
1,0,20.25,0.0,452,2010,1143,4769,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
23,0,96.9,0.0,481,1793,1178,3875,6,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
47,0,104.1,1.0,529,15286,1063,3142,21,0,0,0.0,1,1.0,1,1,0.0,0.0,1.0,1,1
38,0,20.1,0.0,550,11191,1025,2907,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
15,0,68.6,1.0,661,6096,1022,3351,10,0,0,0.0,0,1.0,0,1,0.0,0.0,1.0,0,1
26,0,69.05,1.0,668,751,1147,5379,30,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,0,1
35,1,19.7,0.0,674,32202,1087,5636,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
3,1,20.05,0.0,835,25173,1043,2948,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,1
42,0,94.4,1.0,744,2048,1026,2662,11,1,0,0.0,0,1.0,1,1,0.0,0.0,1.0,1,1
10,0,54.95,0.0,754,1173,996,3519,9,1,0,1.0,0,0.0,0,1,1.0,0.0,0.0,0,1
61,0,93.7,0.0,755,4354,903,4300,69,1,1,0.0,1,1.0,1,0,0.0,0.0,1.0,0,1
68,0,110.25,0.0,760,5501,839,5502,17,1,1,1.0,1,0.0,1,0,0.0,0.0,1.0,1,1
10,0,98.9,1.0,767,34146,934,4614,26,1,0,0.0,0,1.0,1,0,0.0,0.0,1.0,0,1
72,1,80.45,0.0,774,2220,958,4480,56,1,0,0.0,0,1.0,1,1,1.0,0.0,0.0,0,1
55,1,79.4,0.0,796,49729,1051,4162,53,0,1,0.0,1,1.0,0,1,0.0,0.0,1.0,0,1
7,0,62.8,0.0,821,14010,1107,4080,21,0,1,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
2,0,74.9,1.0,823,947,1113,2044,25,0,0,1.0,0,0.0,0,0,0.0,0.0,1.0,1,1
9,0,74.85,1.0,826,364,922,5770,73,1,0,0.0,0,1.0,0,0,0.0,0.0,1.0,0,1
27,1,25.85,0.0,830,21510,1039,2682,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
64,0,68.3,0.0,915,1219,1072,5425,25,0,0,1.0,1,0.0,1,1,1.0,0.0,0.0,0,1
70,0,48.4,0.0,917,24738,975,4483,26,1,1,0.0,0,1.0,1,0,1.0,0.0,0.0,0,1
24,0,25.15,0.0,994,1472,1125,3904,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0.0,1,1
4,1,19.5,0.0,1025,63157,1231,5390,0,0,1,0.0,0,0.0,0,1,0.0,0.0,0.0,0,1
44,1,92.95,1.0,1025,32564,1273,5635,25,0,0,0.0,0,1.0,1,1,0.0,0.0,1.0,0,1
