gender,under_30,senior_citizen,dependents,country,state,city,longitude,referred_a_friend,phone_service,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,streaming_music,paperless_billing,payment_method,quarter,churn_label,cltv,tenure_months,device_protection,tech_support,monthly_charges,population
Male,No,No,No,United States,California,Adin,-120.913161,No,Yes,No,Fiber Optic,7,No,No,No,No,Bank Withdrawal,Q3,No,4320,7,No,No,69.15,615
Male,No,No,No,United States,California,Bieber,-121.107929,No,No,No,Cable,8,No,No,Yes,Yes,Bank Withdrawal,Q3,No,5622,41,Yes,No,51.35,595
Female,No,No,No,United States,California,Big Bar,-123.287414,No,Yes,No,Fiber Optic,20,Yes,Yes,Yes,Yes,Credit Card,Q3,No,4478,54,No,No,100.05,269
Female,No,No,No,United States,California,Callahan,-122.794636,No,Yes,No,Fiber Optic,6,No,Yes,Yes,Yes,Credit Card,Q3,No,5452,53,Yes,Yes,94.45,290
Male,Yes,No,Yes,United States,California,Canby,-120.913975,Yes,No,No,DSL,59,No,Yes,No,No,Credit Card,Q3,No,4003,18,Yes,No,46.4,417
Male,No,No,No,United States,California,Cassel,-121.572692,Yes,Yes,No,Fiber Optic,8,Yes,Yes,Yes,Yes,Credit Card,Q3,No,4337,64,No,Yes,104.05,344
Female,No,No,No,United States,California,Shasta Lake,-122.369876,No,No,No,DSL,21,No,No,No,No,Credit Card,Q3,No,5942,20,No,No,24.9,6277
Male,No,No,Yes,United States,California,Chester,-121.154733,Yes,Yes,No,DSL,58,Yes,Yes,No,No,Credit Card,Q3,No,4778,57,No,Yes,59.6,2664
Male,No,No,Yes,United States,California,Cottonwood,-122.448533,No,No,No,DSL,57,Yes,Yes,No,No,Credit Card,Q3,No,2898,13,No,Yes,40.55,12348
Male,No,No,Yes,United States,California,Dunsmuir,-122.392067,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4937,57,No internet service,No internet service,20.75,2602
Male,No,No,No,United States,California,Etna,-123.008567,Yes,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4068,71,Yes,Yes,113.15,2156
Female,No,No,Yes,United States,California,Fall River Mills,-121.468945,Yes,Yes,Yes,DSL,28,No,No,No,No,Bank Withdrawal,Q3,No,4785,7,No,No,48.8,1902
Female,No,No,No,United States,California,Flournoy,-122.544556,No,Yes,Yes,DSL,23,No,No,Yes,Yes,Bank Withdrawal,Q3,No,3214,16,No,No,63.05,84
Male,Yes,No,No,United States,California,Forks Of Salmon,-123.194748,Yes,Yes,Yes,Fiber Optic,41,No,No,Yes,No,Bank Withdrawal,Q3,No,5891,34,Yes,No,100.85,170
Male,No,No,No,United States,California,French Gulch,-122.587476,No,Yes,Yes,Fiber Optic,8,No,Yes,No,Yes,Credit Card,Q3,No,5183,16,No,No,80.55,373
Male,No,No,Yes,United States,California,Gazelle,-122.697236,No,Yes,Yes,Cable,53,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,2545,48,Yes,No,64.4,392
Male,No,No,Yes,United States,California,Gerber,-122.176023,Yes,Yes,No,DSL,29,No,Yes,Yes,Yes,Credit Card,Q3,No,4559,58,No,Yes,75.2,3357
Female,No,No,No,United States,California,Greenview,-122.955018,Yes,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Bank Withdrawal,Q3,No,4447,72,Yes,Yes,84.9,295
Female,No,No,No,United States,California,Grenada,-122.539381,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4764,7,No internet service,No internet service,19.3,616
Female,No,No,No,United States,California,Hornbrook,-122.527696,No,Yes,No,DSL,13,Yes,Yes,No,No,Credit Card,Q3,No,5616,30,Yes,Yes,74.65,1026
Male,No,No,No,United States,California,Hyampom,-123.465088,No,Yes,Yes,Cable,21,No,No,No,Yes,Credit Card,Q3,No,5841,31,No,No,59.05,268
Male,No,No,No,United States,California,Junction City,-123.06597,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4745,50,No internet service,No internet service,20.55,734
Male,No,No,No,United States,California,Klamath River,-122.948287,Yes,Yes,No,Fiber Optic,5,No,No,No,No,Bank Withdrawal,Q3,No,2085,28,No,Yes,76.55,482
Female,No,No,No,United States,California,Lakehead,-122.418258,No,No,No,DSL,15,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4165,66,Yes,Yes,62.5,1236
Female,Yes,No,Yes,United States,California,Lookout,-121.160249,Yes,Yes,No,Fiber Optic,59,No,No,Yes,Yes,Bank Withdrawal,Q3,No,3539,41,Yes,No,94.9,386
Female,Yes,No,No,United States,California,Mcarthur,-121.360362,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,2750,7,No internet service,No internet service,19.9,1554
Female,Yes,No,Yes,United States,California,Mccloud,-122.105209,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5587,38,No internet service,No internet service,20.45,1586
Male,Yes,No,No,United States,California,Macdoel,-121.92063,No,Yes,No,Fiber Optic,41,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4588,44,Yes,No,106.05,816
Male,No,No,Yes,United States,California,Manton,-121.850421,Yes,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,3729,47,Yes,Yes,113.45,598
Male,Yes,No,Yes,United States,California,Mill Creek,-121.460674,Yes,Yes,No,Fiber Optic,52,No,Yes,No,Yes,Bank Withdrawal,Q3,No,4700,53,No,Yes,92.55,78
Male,No,No,No,United States,California,Millville,-122.148139,Yes,Yes,Yes,DSL,3,No,No,No,No,Bank Withdrawal,Q3,No,4552,4,Yes,No,65.6,830
Male,Yes,No,No,United States,California,Nubieber,-121.195215,No,Yes,No,DSL,73,No,No,No,Yes,Credit Card,Q3,No,5832,24,Yes,No,49.7,240
Male,No,No,Yes,United States,California,Oak Run,-122.037023,Yes,No,No,Cable,16,Yes,No,No,Yes,Bank Withdrawal,Q3,No,5825,15,No,No,30.2,829
Female,No,No,No,United States,California,Platina,-122.937379,No,Yes,No,DSL,4,Yes,No,No,No,Credit Card,Q3,No,5128,24,No,Yes,56.35,215
Female,No,No,No,United States,California,Round Mountain,-122.059933,No,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Bank Withdrawal,Q3,No,4800,33,Yes,No,107.55,459
Female,No,No,Yes,United States,California,Scott Bar,-123.07557,Yes,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,6440,58,No internet service,No internet service,19.85,88
Female,Yes,No,Yes,United States,California,Seiad Valley,-123.260788,Yes,Yes,Yes,Fiber Optic,59,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,4213,72,No,No,95.9,332
Female,No,No,No,United States,California,Shasta,-122.512861,Yes,Yes,Yes,,0,No,No,No,No,Credit Card,Q3,No,6166,71,No internet service,No internet service,23.85,528
Male,Yes,No,No,United States,California,Tehama,-122.127576,Yes,Yes,No,Cable,41,Yes,Yes,Yes,Yes,Credit Card,Q3,No,5703,51,Yes,Yes,83.85,405
Male,Yes,No,Yes,United States,California,Weed,-122.380947,No,Yes,No,Cable,52,Yes,Yes,Yes,No,Bank Withdrawal,Q3,No,2045,14,Yes,Yes,76.1,5896
Female,No,No,Yes,United States,California,Whitmore,-121.906949,Yes,Yes,Yes,DSL,30,Yes,Yes,No,No,Credit Card,Q3,No,4703,72,No,Yes,74.55,843
Female,No,No,Yes,United States,California,Yreka,-122.671316,Yes,No,No,DSL,19,No,Yes,No,No,Bank Withdrawal,Q3,No,3288,22,No,No,39.2,9538
Female,No,No,No,United States,California,Alturas,-120.54229,No,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Bank Withdrawal,Q3,No,5965,2,No,No,79.55,5096
Female,No,No,No,United States,California,Blairsden Graeagle,-120.661032,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,3195,15,No internet service,No internet service,19.6,1839
Male,No,No,Yes,United States,California,Cedarville,-120.152505,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5974,51,No internet service,No internet service,19.55,857
Male,No,No,No,United States,California,Chilcoot,-120.198876,Yes,No,No,DSL,18,Yes,No,No,Yes,Credit Card,Q3,No,5840,70,Yes,Yes,39.15,650
Female,No,No,Yes,United States,California,Clio,-120.580882,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,5043,71,No internet service,No internet service,20.1,88
Female,No,No,Yes,United States,California,Coleville,-119.475741,Yes,Yes,Yes,Fiber Optic,53,No,No,Yes,Yes,Credit Card,Q3,No,4447,39,No,Yes,99.95,1332
Female,Yes,No,Yes,United States,California,Davis Creek,-120.403885,Yes,Yes,Yes,DSL,30,Yes,Yes,No,No,Bank Withdrawal,Q3,No,5381,61,No,No,59.8,104
Female,No,No,No,United States,California,Doyle,-120.101857,No,Yes,No,DSL,8,Yes,No,No,Yes,Bank Withdrawal,Q3,No,6334,52,No,No,49.75,1177
Male,Yes,No,No,United States,California,Fort Bidwell,-120.135941,Yes,Yes,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Credit Card,Q3,No,4576,64,Yes,Yes,108.5,231
Male,No,No,No,United States,California,Herlong,-120.18089,Yes,Yes,No,Cable,15,No,Yes,No,Yes,Credit Card,Q3,No,4404,62,Yes,Yes,60.15,946
Male,No,No,No,United States,California,Janesville,-120.512622,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,2347,30,No internet service,No internet service,19.05,3093
Female,Yes,No,No,United States,California,Litchfield,-120.338228,No,Yes,No,Cable,82,No,No,No,Yes,Credit Card,Q3,No,5825,1,No,No,44.55,385
Male,No,No,No,United States,California,Loyalton,-120.226338,Yes,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Bank Withdrawal,Q3,No,5640,15,Yes,Yes,103.45,1822
Male,No,No,Yes,United States,California,Madeline,-120.506086,Yes,Yes,No,Fiber Optic,53,Yes,Yes,No,Yes,Credit Card,Q3,No,5856,27,No,No,80.65,85
Female,No,No,Yes,United States,California,Markleeville,-119.85798,No,No,No,Cable,52,Yes,Yes,Yes,Yes,Credit Card,Q3,No,2421,4,Yes,No,57.2,957
Female,No,No,No,United States,California,Milford,-120.392967,Yes,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4848,72,Yes,No,110.75,481
Female,No,No,No,United States,California,Calpine,-120.456699,No,Yes,No,Cable,8,Yes,Yes,No,Yes,Credit Card,Q3,No,4771,36,Yes,Yes,76.35,322
Male,Yes,No,No,United States,California,Sierraville,-120.345639,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4480,1,No internet service,No internet service,18.9,227
Female,No,No,No,United States,California,Topaz,-119.489162,No,Yes,No,DSL,26,Yes,Yes,Yes,Yes,Credit Card,Q3,No,5619,71,Yes,Yes,84.4,116
Male,Yes,No,Yes,United States,California,Tulelake,-121.492666,Yes,Yes,Yes,,0,No,No,No,Yes,Credit Card,Q3,No,4458,10,No internet service,No internet service,24.4,2595
Male,No,No,Yes,United States,California,Wendel,-120.081187,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4328,20,No internet service,No internet service,20.05,162
Female,No,No,No,United States,California,Homewood,-120.212535,No,Yes,No,DSL,10,No,No,No,No,Credit Card,Q3,No,2328,4,No,No,55.5,858
Male,No,No,No,United States,California,Olympic Valley,-120.212401,No,Yes,No,Fiber Optic,15,Yes,Yes,Yes,No,Bank Withdrawal,Q3,No,4855,2,No,No,100.2,942
Female,No,No,No,United States,California,Tahoe Vista,-120.054765,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,2265,29,No internet service,No internet service,19.4,678
Male,No,No,No,United States,California,Los Angeles,-118.246978,No,Yes,No,,0,No,No,No,Yes,Bank Withdrawal,Q3,No,2486,13,No internet service,No internet service,20.4,44586
Female,No,No,No,United States,California,Los Angeles,-118.272783,Yes,Yes,Yes,Fiber Optic,14,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,5238,59,No,No,94.75,58198
Male,No,No,No,United States,California,Los Angeles,-118.293953,Yes,Yes,No,DSL,17,No,No,No,Yes,Bank Withdrawal,Q3,No,2935,18,No,No,44.35,62784
Female,Yes,No,Yes,United States,California,Los Angeles,-118.28515,Yes,Yes,No,DSL,47,Yes,Yes,Yes,No,Credit Card,Q3,No,4451,17,No,No,74.55,45025
Male,No,No,No,United States,California,Los Angeles,-118.346766,Yes,Yes,No,DSL,28,No,Yes,Yes,No,Bank Withdrawal,Q3,No,4795,47,Yes,No,73.6,30852
Male,No,No,Yes,United States,California,Los Angeles,-118.238728,Yes,Yes,Yes,DSL,13,No,No,No,No,Credit Card,Q3,No,5749,19,No,No,50.1,30596
Female,Yes,No,No,United States,California,Los Angeles,-118.266293,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4107,2,No internet service,No internet service,19.85,15140
Male,Yes,No,No,United States,California,Los Angeles,-118.354338,No,No,No,Cable,48,No,No,No,Yes,Credit Card,Q3,No,4665,7,No,No,24.35,46984
Female,No,No,No,United States,California,Los Angeles,-118.264495,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,2386,18,No internet service,No internet service,19.55,20692
Female,No,No,No,United States,California,Los Angeles,-118.317236,No,Yes,Yes,,0,No,No,No,No,Credit Card,Q3,No,6334,71,No internet service,No internet service,25.05,47143
Male,No,No,No,United States,California,Los Angeles,-118.239504,Yes,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4655,72,Yes,No,103.75,3012
Male,No,No,Yes,United States,California,Los Angeles,-118.156582,Yes,No,No,Cable,25,No,Yes,Yes,Yes,Credit Card,Q3,No,5748,66,Yes,No,56.75,68701
Male,Yes,No,Yes,United States,California,Los Angeles,-118.200577,Yes,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,4654,24,No internet service,No internet service,20.8,47487
Female,Yes,No,Yes,United States,California,Los Angeles,-118.446333,Yes,Yes,Yes,,0,No,No,No,Yes,Credit Card,Q3,No,5577,56,No internet service,No internet service,24.45,41175
Female,Yes,No,No,United States,California,Los Angeles,-118.206617,No,Yes,No,Cable,26,Yes,Yes,No,No,Bank Withdrawal,Q3,No,3048,42,Yes,No,59.65,38415
Female,Yes,No,Yes,United States,California,Los Angeles,-118.177576,Yes,Yes,Yes,Cable,69,Yes,No,Yes,Yes,Bank Withdrawal,Q3,No,4505,72,Yes,Yes,83.3,46960
Female,No,No,No,United States,California,Los Angeles,-118.210946,No,Yes,Yes,Fiber Optic,16,No,No,No,Yes,Credit Card,Q3,No,3445,12,No,Yes,79.55,49431
Male,Yes,No,No,United States,California,Los Angeles,-118.399613,Yes,Yes,Yes,,0,No,No,No,No,Bank Withdrawal,Q3,No,4766,71,No internet service,No internet service,24.45,58218
Female,No,No,No,United States,California,Los Angeles,-118.383843,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,3656,26,No internet service,No internet service,19.2,27799
Female,No,No,Yes,United States,California,Los Angeles,-118.349191,No,No,No,Cable,19,Yes,No,No,No,Credit Card,Q3,No,4236,7,No,No,29.8,32901
Female,No,No,Yes,United States,California,Los Angeles,-118.287596,Yes,Yes,No,DSL,29,No,No,No,No,Credit Card,Q3,No,5450,6,No,No,45.5,56709
Male,No,No,No,United States,California,Los Angeles,-118.259595,Yes,No,No,DSL,6,No,Yes,No,Yes,Credit Card,Q3,No,5045,51,No,No,30.05,29310
Male,No,No,Yes,United States,California,Los Angeles,-118.149953,Yes,No,No,DSL,16,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4934,72,Yes,Yes,65.65,9805
Female,No,No,No,United States,California,Los Angeles,-118.334081,No,Yes,Yes,DSL,3,Yes,Yes,Yes,No,Credit Card,Q3,No,2831,47,No,Yes,74.05,44764
Female,No,No,Yes,United States,California,Los Angeles,-118.362081,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5293,16,No internet service,No internet service,19.7,49839
Male,No,No,No,United States,California,Los Angeles,-118.308441,No,Yes,No,DSL,22,No,No,No,Yes,Credit Card,Q3,No,5552,6,No,Yes,49.5,47107
Female,Yes,No,Yes,United States,California,Los Angeles,-118.491244,Yes,No,No,DSL,59,Yes,No,Yes,Yes,Credit Card,Q3,No,4479,69,Yes,No,43.95,33523
Female,No,No,No,United States,California,Los Angeles,-118.277939,Yes,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5455,64,Yes,Yes,111.15,44004
Male,No,No,No,United States,California,Los Angeles,-118.274186,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,2305,25,No internet service,No internet service,20.6,24511
Female,No,No,No,United States,California,Los Angeles,-118.308933,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,3945,6,No internet service,No internet service,19.65,29299
Male,Yes,No,No,United States,California,Los Angeles,-118.185237,Yes,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,No,Bank Withdrawal,Q3,No,5845,66,Yes,Yes,115.8,55668
Female,No,No,No,United States,California,Los Angeles,-118.423573,No,Yes,Yes,DSL,22,No,Yes,Yes,No,Credit Card,Q3,No,4730,61,Yes,Yes,88.65,24505
Female,Yes,No,No,United States,California,Los Angeles,-118.430656,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5179,12,No internet service,No internet service,20.1,55204
Female,No,No,No,United States,California,West Hollywood,-118.381061,No,Yes,Yes,Cable,27,No,No,No,No,Credit Card,Q3,No,5567,34,No,Yes,65.0,20408
Female,No,No,No,United States,California,Los Angeles,-118.451629,Yes,No,No,Cable,17,No,Yes,No,No,Credit Card,Q3,No,2954,41,No,Yes,35.45,10470
Female,No,No,Yes,United States,California,Bell,-118.171368,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5451,72,No internet service,No internet service,19.7,105285
Female,No,No,No,United States,California,Beverly Hills,-118.383001,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,3523,41,No internet service,No internet service,19.85,8321
Female,No,No,Yes,United States,California,Beverly Hills,-118.401508,Yes,Yes,Yes,Fiber Optic,30,Yes,No,No,No,Credit Card,Q3,No,5939,23,No,No,81.85,11355
Male,No,No,Yes,United States,California,Compton,-118.234451,Yes,Yes,No,Fiber Optic,57,Yes,Yes,Yes,No,Credit Card,Q3,No,5737,71,Yes,Yes,109.3,47305
Male,No,No,No,United States,California,Compton,-118.236773,Yes,Yes,Yes,,0,No,No,No,No,Credit Card,Q3,No,6011,72,No internet service,No internet service,25.4,29825
Male,No,No,Yes,United States,California,Culver City,-118.39704,Yes,Yes,No,Fiber Optic,20,No,No,No,Yes,Bank Withdrawal,Q3,No,2651,6,No,No,69.8,31963
Male,No,No,Yes,United States,California,Culver City,-118.391902,Yes,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,2170,23,No internet service,No internet service,20.0,15195
Female,Yes,No,No,United States,California,Downey,-118.128628,No,Yes,No,Fiber Optic,73,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,5234,72,Yes,Yes,109.9,40152
Female,Yes,No,No,United States,California,Downey,-118.140588,Yes,Yes,No,DSL,53,Yes,No,No,Yes,Bank Withdrawal,Q3,No,2547,7,No,No,50.3,42459
Male,No,No,Yes,United States,California,Gardena,-118.297967,Yes,Yes,No,Fiber Optic,16,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,2757,9,No,Yes,101.5,47758
Female,No,No,No,United States,California,Gardena,-118.284077,No,Yes,Yes,Fiber Optic,6,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4041,12,No,No,89.15,9960
Female,No,No,No,United States,California,Gardena,-118.315697,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,2742,1,No internet service,No internet service,19.4,26442
Male,No,No,No,United States,California,Hermosa Beach,-118.396336,No,Yes,No,Fiber Optic,24,No,No,No,No,Bank Withdrawal,Q3,No,2317,20,No,No,78.8,18693
Female,Yes,No,No,United States,California,Lynwood,-118.200669,No,Yes,No,,0,No,No,No,Yes,Credit Card,Q3,No,4190,10,No internet service,No internet service,19.3,69850
Male,No,No,Yes,United States,California,Malibu,-118.831181,Yes,Yes,Yes,Fiber Optic,23,No,Yes,No,No,Credit Card,Q3,No,3222,20,No,Yes,96.8,19630
Male,Yes,No,No,United States,California,Manhattan Beach,-118.39737,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4147,20,No internet service,No internet service,20.65,33758
Male,No,No,Yes,United States,California,Maywood,-118.186565,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4464,19,No internet service,No internet service,19.8,28094
Male,No,No,No,United States,California,Palos Verdes Peninsula,-118.404955,Yes,Yes,No,Fiber Optic,3,Yes,Yes,Yes,Yes,Bank Withdrawal,Q3,No,2429,22,No,Yes,104.6,24979
Female,No,No,No,United States,California,Rancho Palos Verdes,-118.367459,No,Yes,Yes,Fiber Optic,6,No,No,No,No,Credit Card,Q3,No,3999,35,No,Yes,80.05,41263
Female,No,No,No,United States,California,Redondo Beach,-118.384565,No,Yes,No,DSL,10,No,No,No,No,Credit Card,Q3,No,4131,1,No,No,45.15,34191
Male,No,No,No,United States,California,Redondo Beach,-118.37019,No,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Credit Card,Q3,No,3271,39,No,No,73.15,37322
Male,No,No,No,United States,California,Marina Del Rey,-118.445475,No,Yes,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Credit Card,Q3,No,5680,56,No,Yes,105.35,18058
Male,No,No,Yes,United States,California,Playa Del Rey,-118.439841,No,Yes,No,DSL,28,No,No,No,Yes,Credit Card,Q3,No,4403,18,No,No,45.65,11264
Female,No,No,Yes,United States,California,Inglewood,-118.358634,Yes,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Credit Card,Q3,No,3855,16,No,No,79.95,37527
Female,No,No,No,United States,California,Inglewood,-118.355252,No,Yes,No,Cable,27,Yes,No,No,Yes,Credit Card,Q3,No,6309,68,Yes,No,54.45,30779
Female,No,No,Yes,United States,California,Inglewood,-118.359824,Yes,Yes,Yes,DSL,19,Yes,No,Yes,No,Credit Card,Q3,No,6375,72,Yes,Yes,84.7,28680
Male,No,No,No,United States,California,Inglewood,-118.330905,No,Yes,Yes,Fiber Optic,11,No,No,No,Yes,Bank Withdrawal,Q3,No,5212,9,No,No,75.85,13779
Female,No,No,No,United States,California,Santa Monica,-118.493231,No,Yes,No,DSL,13,Yes,No,No,Yes,Credit Card,Q3,No,4864,30,No,No,48.8,5221
Female,No,No,No,United States,California,Santa Monica,-118.491156,No,No,No,DSL,11,No,No,No,Yes,Bank Withdrawal,Q3,No,5381,18,Yes,Yes,35.2,23559
Male,No,No,No,United States,California,Torrance,-118.330794,Yes,No,No,Cable,18,No,Yes,Yes,No,Bank Withdrawal,Q3,No,3222,44,Yes,No,54.3,31678
Female,No,No,Yes,United States,California,Torrance,-118.347957,Yes,Yes,No,DSL,17,Yes,No,Yes,No,Bank Withdrawal,Q3,No,4631,30,No,Yes,66.3,34873
Female,No,No,No,United States,California,Whittier,-118.033683,No,Yes,No,,0,No,No,No,Yes,Bank Withdrawal,Q3,No,4030,71,No internet service,No internet service,20.9,32050
Male,No,No,No,United States,California,Whittier,-118.01208,Yes,Yes,No,Fiber Optic,9,No,No,No,No,Credit Card,Q3,No,3514,1,Yes,No,75.35,37887
Female,No,No,Yes,United States,California,Whittier,-118.065875,No,No,No,DSL,29,No,No,Yes,Yes,Credit Card,Q3,No,5941,22,Yes,No,49.45,32148
Female,Yes,No,Yes,United States,California,Buena Park,-118.012204,No,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4170,49,No internet service,No internet service,19.45,44442
Female,No,No,Yes,United States,California,Buena Park,-117.993368,Yes,Yes,No,Fiber Optic,53,No,No,Yes,Yes,Bank Withdrawal,Q3,No,5697,42,Yes,No,92.15,33528
Female,No,No,Yes,United States,California,Cypress,-118.038307,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,3973,7,No internet service,No internet service,19.85,47344
Female,No,No,Yes,United States,California,La Habra,-117.9513,Yes,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Bank Withdrawal,Q3,No,5588,67,Yes,Yes,100.25,67354
Male,Yes,No,No,United States,California,La Mirada,-118.008961,No,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Bank Withdrawal,Q3,No,4999,15,No,Yes,95.7,47568
Male,No,No,No,United States,California,Montebello,-118.109962,Yes,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Bank Withdrawal,Q3,No,4001,67,Yes,No,93.15,62425
Male,No,No,Yes,United States,California,Norwalk,-118.08263,Yes,Yes,No,DSL,16,Yes,Yes,No,Yes,Credit Card,Q3,No,4590,53,No,Yes,69.7,103214
Male,No,No,Yes,United States,California,Pico Rivera,-118.089299,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,3243,21,No internet service,No internet service,19.8,63288
Female,No,No,Yes,United States,California,Santa Fe Springs,-118.062611,Yes,Yes,No,DSL,48,Yes,Yes,Yes,Yes,Credit Card,Q3,No,5807,40,No,Yes,71.35,16271
Female,No,No,Yes,United States,California,Stanton,-117.995068,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,2258,22,No internet service,No internet service,20.75,29694
Male,Yes,No,No,United States,California,Artesia,-118.080637,No,No,No,Cable,26,No,No,Yes,Yes,Bank Withdrawal,Q3,No,4436,39,No,Yes,40.6,16398
Female,No,No,No,United States,California,Avalon,-118.421305,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,5761,2,No internet service,No internet service,20.35,3699
Female,No,No,Yes,United States,California,Bellflower,-118.127289,Yes,Yes,No,,0,No,No,No,No,Bank Withdrawal,Q3,No,4235,57,No internet service,No internet service,19.75,72893
Male,No,No,Yes,United States,California,Harbor City,-118.300237,Yes,Yes,No,DSL,57,No,No,No,Yes,Bank Withdrawal,Q3,No,4854,8,No,No,54.4,24660
Female,No,No,Yes,United States,California,Lakewood,-118.078097,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4484,7,No internet service,No internet service,20.45,20890
Male,No,No,No,United States,California,Hawaiian Gardens,-118.074071,No,Yes,Yes,DSL,13,No,No,No,Yes,Bank Withdrawal,Q3,No,6138,49,No,Yes,66.15,14852
Female,No,No,No,United States,California,Lomita,-118.317354,No,Yes,Yes,Fiber Optic,7,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,6421,65,No,Yes,89.85,21065
Female,No,No,No,United States,California,Los Alamitos,-118.065591,No,Yes,No,DSL,5,No,No,No,No,Bank Withdrawal,Q3,No,4055,55,No,No,45.05,21343
Male,Yes,No,Yes,United States,California,Paramount,-118.164432,Yes,Yes,Yes,DSL,59,Yes,Yes,Yes,No,Bank Withdrawal,Q3,No,6452,71,Yes,Yes,86.85,55306
Male,No,No,No,United States,California,San Pedro,-118.284363,No,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Credit Card,Q3,No,5154,35,Yes,Yes,96.75,58639
Male,Yes,No,No,United States,California,Surfside,-118.085304,No,Yes,Yes,Fiber Optic,59,Yes,Yes,No,Yes,Bank Withdrawal,Q3,No,2754,17,Yes,Yes,106.65,174
Female,Yes,No,No,United States,California,Wilmington,-118.262263,Yes,Yes,Yes,Fiber Optic,85,Yes,No,Yes,Yes,Credit Card,Q3,No,4498,72,Yes,Yes,110.15,53323
Female,No,No,Yes,United States,California,Carson,-118.26411,Yes,Yes,No,Fiber Optic,69,Yes,No,Yes,Yes,Bank Withdrawal,Q3,No,5802,28,No,No,82.85,55486
Female,No,No,No,United States,California,Carson,-118.252272,Yes,Yes,No,,0,No,No,No,No,Credit Card,Q3,No,4329,18,No internet service,No internet service,20.1,25566
